ID,Application creation month,NUMBER CREDITS IN KBI 3,NUMBER CREDITS IN KBI 6,ADMINISTRATIVE VIOLATION,CRIMINAL VIOLATION,NUMBER CREDITS IN KBI,NUMBER REQUESTS IN KBI,NUMBER REQUESTS IN KBI ALL,CLOSED CREDITS IN KBI,CLOSED CREDITS IN KBI YEAR,OVERDUES IN KBI,DURATION LAST OVERDUE,COUNTGUARANTEE,COUNTCLOSEGUARANTEE,COUNTOPENGUARANTEE,DURATIONGREATESTDELAYLASTYEAR,DURATIONGREATESTDELAYLASTALL,LATECOUNTSUMM 1 7,LATECOUNTSUMM 8 30,LATECOUNTSUMM 31 90,LATECOUNTSUMM 91 180,LATECOUNTSUMM 181,LATECOUNTPRC 1 7,LATECOUNTPRC 8 30,LATECOUNTPRC 31 90,LATECOUNTPRC 91 180,LATECOUNTPRC 181,LATECOUNTPAY 1 7,LATECOUNTPAY 8 30,LATECOUNTPAY 31 90,LATECOUNTPAY 91 180,LATECOUNTPAY 181,SEX,BIRTH CNTR,MARITAL STATUS,CHILDREN,MINORS,HOMEPHONE,WORKPHONE,MOBILE 1,REG TOWNTYPE,HOME TOWNTYPE,EMPLOYMENT,EDUCATION,PROFESSION,REAL ESTATE,VEHICLE,PERSONNEL PHONE,ACCOUNTING PHONE,Age,Length work,Matching address of registration and residence,Loans total,Credit load,Marker
"2,412",autumn,0,1,2,0,1,0,4,1,0,0,1,1,0,1,0,1,1,0,0,0,0,3,0,0,0,0,3,0,0,0,0,Male,BY,Married,1,1,no,yes,yes,Agrotown,City,Recruitment,Secondary special education,a,no,yes,no,no,30,3.0,no,2,0.21,good
"2,413",autumn,0,0,0,0,0,0,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Married,2,1,yes,yes,yes,Rural village,Rural village,Recruitment,Secondary special education,a,yes,no,yes,yes,47,0.8,yes,6,0.06,good
"2,414",winter,0,0,1,0,6,0,11,4,1,0,1,7,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Feminine,BY,Separation,1,1,yes,yes,yes,City,City,Recruitment,Higher education,f,no,yes,no,no,32,5.5,yes,10,0.23,good
"2,415",winter,1,2,0,0,4,0,5,1,1,0,15,1,0,1,0,15,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,Male,BY,Married,2,2,yes,yes,yes,City,City,Recruitment,Higher education,f,yes,yes,no,no,38,2.5,no,5,0.19,good
"2,416",autumn,1,1,0,0,2,1,7,3,1,0,1,1,1,0,0,21,5,2,0,0,0,5,2,0,0,0,5,3,0,0,0,Feminine,BY,Married,2,0,yes,yes,yes,City,City,Recruitment,Higher education,f,yes,no,no,no,51,2.3,yes,5,0.15,good
"2,417",autumn,0,0,5,0,1,2,19,1,0,0,1,16,10,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Married,1,0,yes,yes,yes,City,City,Recruitment,Higher education,g,no,no,no,no,48,16.0,yes,2,0.22,good
"2,418",autumn,0,0,0,0,1,0,5,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,2,0,yes,yes,yes,City,City,Recruitment,Higher education,f,yes,yes,no,no,56,21.0,yes,4,0.20,good
"2,419",winter,0,0,0,0,3,4,17,8,3,9,27,1,0,1,27,28,6,2,0,0,0,7,6,0,0,0,1,0,0,0,0,Male,BY,Married,2,2,yes,yes,yes,City,City,Owner of the enterprise,Secondary special education,k,no,no,no,no,35,2.2,yes,11,0.15,good
"2,420",summer,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,0,0,no,yes,yes,Urban type settlement,City,Recruitment,Higher education,f,no,no,no,no,26,4.4,no,1,0.04,good
"2,421",autumn,0,0,0,0,1,1,8,4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Single,0,0,yes,yes,yes,City,City,Recruitment,Secondary education,j,no,no,no,yes,27,1.6,yes,5,0.10,good
"2,422",winter,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,2,2,yes,yes,yes,City,City,Recruitment,Higher education,e,yes,yes,yes,yes,57,6.0,yes,1,0.05,good
"2,423",autumn,0,0,0,0,1,1,3,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,1,0,yes,yes,yes,City,City,Recruitment,Higher education,f,yes,yes,no,no,45,6.0,yes,1,0.19,good
"2,424",autumn,0,1,0,0,1,1,6,2,2,3,3,0,0,0,10,10,3,1,0,0,0,3,1,0,0,0,0,0,0,0,0,Feminine,RU,Single,0,0,yes,yes,yes,City,City,Recruitment,Secondary special education,n,no,no,yes,yes,24,1.1,yes,3,0.14,bad
"2,425",autumn,0,0,1,2,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,RU,Widow,0,0,yes,yes,yes,City,City,Recruitment,Higher education,f,yes,no,yes,yes,56,3.6,no,1,0.08,good
"2,426",summer,0,0,2,0,1,0,9,4,1,1,1,3,2,1,1,12,22,2,0,0,0,21,2,0,0,0,13,2,1,0,0,Male,BY,Married,2,2,yes,yes,yes,City,City,Recruitment,Secondary special education,a,no,no,no,no,46,16.4,yes,5,0.08,good
"2,427",autumn,0,1,1,0,4,1,9,1,0,7,8,0,2,0,13,13,3,4,0,0,0,1,1,0,0,0,0,0,0,0,0,Male,BY,Married,2,2,no,yes,yes,Agrotown,Agrotown,Recruitment,Higher education,a,yes,yes,yes,yes,41,18.0,yes,5,0.48,good
"2,428",autumn,1,1,0,0,2,1,13,10,2,0,28,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Feminine,BY,Married,2,1,yes,yes,yes,City,City,Recruitment,Secondary special education,d,no,no,no,no,47,2.7,yes,12,0.17,good
"2,429",winter,0,0,5,0,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Separation,2,2,yes,yes,yes,City,City,Recruitment,Higher education,o,yes,yes,no,no,35,1.3,yes,5,0.28,good
"2,430",winter,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Single,2,2,yes,yes,yes,City,City,Recruitment,Secondary education,f,no,yes,no,no,31,5.0,yes,1,0.04,good
"2,431",autumn,1,4,0,0,12,1,23,9,3,0,4,4,3,1,0,15,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Feminine,BY,Single,1,1,yes,yes,yes,City,City,Recruitment,Higher education,f,yes,yes,yes,yes,32,11.3,yes,21,0.71,good
"2,432",autumn,0,0,0,0,0,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Single,0,0,yes,yes,yes,City,City,Recruitment,Secondary special education,d,no,no,yes,yes,23,2.8,yes,3,0.09,good
"2,433",winter,0,2,0,0,1,1,7,7,2,0,1,0,0,0,0,1,2,0,0,0,0,4,0,0,0,0,4,0,0,0,0,Feminine,BY,Separation,1,1,yes,yes,yes,City,City,Recruitment,Secondary special education,a,yes,no,yes,yes,32,8.2,yes,8,0.22,good
"2,434",winter,0,0,0,0,1,1,4,3,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,Feminine,BY,Married,2,0,yes,yes,yes,City,City,Recruitment,Secondary special education,l,yes,no,yes,yes,47,23.4,yes,4,0.22,good
"2,435",autumn,0,1,0,2,2,0,8,5,3,11,2,0,0,0,26,26,1,8,0,0,0,2,10,0,0,0,2,3,1,0,0,Feminine,BY,Married,1,0,yes,yes,yes,City,City,Recruitment,Secondary special education,d,yes,no,no,no,49,3.2,yes,7,0.28,good
"2,436",autumn,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,0,0,yes,yes,yes,City,City,Recruitment,Higher education,j,yes,yes,yes,yes,28,5.0,yes,1,0.03,good
"2,437",winter,0,0,0,0,2,0,4,0,0,3,8,1,1,0,15,24,7,1,0,0,0,5,6,0,0,0,0,0,0,0,0,Feminine,LV,Separation,1,0,yes,yes,yes,City,City,Recruitment,Higher education,f,no,no,no,no,43,7.7,yes,2,0.08,good
"2,438",winter,3,4,2,0,4,2,12,7,2,1,5,3,2,1,5,55,7,1,1,0,0,7,2,1,0,0,2,0,0,0,0,Male,BY,Separation,1,1,yes,yes,yes,City,City,Recruitment,Higher education,g,yes,no,no,no,36,0.5,no,11,0.37,good
"2,439",winter,0,0,0,1,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Married,2,2,yes,yes,yes,City,City,Recruitment,Secondary special education,a,yes,yes,no,no,40,5.0,yes,2,0.03,good
"2,440",winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,0,0,yes,yes,yes,City,City,Recruitment,Higher education,f,no,yes,no,no,29,1.3,yes,0,0.05,good
"2,441",autumn,0,0,0,0,0,1,4,5,1,0,9,1,1,0,0,9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Male,BY,Married,1,1,yes,yes,yes,City,City,Recruitment,Secondary special education,a,no,yes,no,no,32,13.0,yes,5,0.05,good
"2,442",autumn,0,0,1,0,1,0,18,7,5,2,3,1,1,0,3,95,30,3,7,1,0,31,3,7,1,0,18,2,3,0,0,Male,BY,Single,0,0,yes,yes,yes,City,City,Recruitment,Secondary special education,a,yes,no,yes,yes,33,6.0,yes,8,0.06,good
"2,443",winter,0,0,0,0,2,0,3,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Married,2,2,yes,yes,yes,City,City,Recruitment,Higher education,p,yes,no,no,no,33,12.1,yes,9,0.25,good
"2,444",autumn,0,0,2,0,1,1,6,2,1,1,4,2,2,0,4,14,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,Male,BY,Married,2,2,yes,yes,yes,Village1,Village1,Individual entrepreneur,Higher education,g,yes,yes,no,no,32,2.3,yes,3,0.08,good
"2,445",autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,1,1,no,yes,yes,City,City,Recruitment,Secondary technical education,a,no,no,yes,yes,28,0.8,yes,0,0.03,good
"2,446",autumn,0,0,0,0,4,0,5,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,2,2,yes,yes,yes,City,City,Recruitment,Higher education,f,yes,yes,no,no,42,23.5,yes,4,0.25,good
"2,447",autumn,0,0,0,0,1,0,3,3,0,1,23,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Male,BY,Married,2,2,yes,yes,yes,City,City,Recruitment,Higher education,a,yes,yes,no,no,26,7.0,yes,4,0.21,good
"2,448",autumn,1,1,0,0,2,1,10,2,1,1,21,1,0,1,21,21,3,1,0,0,0,3,1,0,0,0,3,1,0,0,0,Male,BY,Separation,1,1,yes,yes,yes,City,City,Recruitment,Secondary education,a,no,no,yes,yes,26,1.5,yes,4,0.29,bad
"2,449",autumn,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Married,0,0,yes,yes,yes,City,City,Recruitment,Higher education,f,no,yes,no,no,30,1.3,yes,2,0.16,good
"2,450",summer,0,2,0,0,3,0,6,3,0,0,3,1,1,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Feminine,BY,Separation,1,1,yes,yes,yes,City,City,Recruitment,Secondary special education,f,yes,no,no,no,34,9.7,yes,6,0.08,good
"2,451",autumn,0,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,2,1,yes,yes,yes,City,City,Other,Higher education,k,yes,yes,no,no,44,1.5,yes,1,0.01,good
"2,452",autumn,0,0,0,0,3,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Married,1,0,yes,yes,yes,City,City,Recruitment,Higher education,i,yes,yes,no,no,48,2.0,yes,4,0.25,good
"2,453",summer,0,1,0,0,3,2,10,2,1,0,1,3,3,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Feminine,KZ,Married,1,0,yes,yes,yes,City,City,Recruitment,Higher education,k,no,no,yes,yes,47,7.8,yes,5,0.47,good
"2,454",autumn,0,0,1,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Married,2,2,yes,yes,yes,City,City,Recruitment,Higher education,d,yes,yes,yes,yes,40,16.9,no,4,0.05,good
"2,455",autumn,0,0,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Married,1,0,yes,yes,yes,City,City,Recruitment,Higher education,f,no,yes,no,no,44,3.0,yes,2,0.36,good
"2,456",summer,0,0,0,0,0,1,2,2,0,0,6,0,0,0,0,10,1,1,0,0,0,2,1,0,0,0,0,1,0,0,0,Male,BY,Married,2,2,yes,yes,yes,City,City,Recruitment,Higher education,n,yes,yes,no,no,36,0.8,yes,2,0.03,good
"2,457",autumn,1,1,0,0,2,0,8,7,0,0,18,0,0,0,0,18,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Feminine,BY,Separation,2,0,yes,no,yes,City,City,Pensioner,no information,b,yes,no,no,no,63,8.3,yes,9,0.24,good
"2,458",winter,0,2,0,0,3,1,7,3,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Separation,0,0,yes,yes,yes,City,City,Recruitment,Higher education,f,no,yes,no,no,34,11.3,yes,6,0.55,good
"2,459",autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Single,0,0,no,yes,yes,City,City,Recruitment,Higher education,d,no,no,no,no,23,4.9,yes,0,0.06,good
"2,460",winter,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Married,1,1,yes,yes,yes,City,City,Recruitment,Higher education,j,yes,yes,no,no,47,0.3,yes,1,0.08,good
"2,461",winter,0,0,0,0,0,0,3,3,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Married,2,0,yes,yes,yes,City,City,Recruitment,Higher education,c,no,no,no,no,39,21.1,no,3,0.04,good
"2,462",winter,0,0,0,0,1,1,5,5,1,8,11,0,0,0,38,38,5,15,0,0,0,11,19,1,0,0,6,4,0,0,0,Male,BY,Married,1,1,yes,yes,yes,Village1,Village1,Recruitment,Secondary special education,d,yes,no,yes,yes,41,3.8,no,6,0.22,good
"2,463",winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Single,0,0,yes,yes,yes,City,City,Recruitment,Higher education,c,no,no,no,no,26,1.0,yes,0,0.10,good
"2,464",autumn,0,1,0,0,1,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,2,2,yes,yes,yes,City,City,Recruitment,Secondary special education,f,yes,yes,no,no,42,9.0,yes,5,0.17,good
"2,465",winter,0,0,0,0,3,2,8,1,0,4,16,0,0,0,48,48,1,0,0,0,0,2,15,1,0,0,0,0,0,0,0,Feminine,BY,Single,0,0,yes,yes,yes,City,City,Recruitment,Higher education,f,no,no,no,no,39,1.2,yes,4,0.52,good
"2,466",autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Single,0,0,yes,yes,yes,City,City,Recruitment,Higher education,f,no,no,no,no,22,1.5,yes,0,0.03,good
"2,467",autumn,1,1,0,0,3,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Married,1,1,yes,yes,yes,City,City,Recruitment,Secondary special education,j,yes,no,no,no,33,0.3,yes,5,0.21,bad
"2,468",winter,0,0,0,0,1,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Single,0,0,yes,yes,yes,City,City,Recruitment,Secondary technical education,a,no,no,no,no,38,5.3,yes,4,0.10,good
"2,469",winter,1,1,0,0,2,2,6,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Married,1,1,yes,yes,yes,City,City,Recruitment,Higher education,n,yes,yes,yes,yes,39,6.9,yes,2,0.14,good
"2,470",autumn,0,0,0,0,2,1,10,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Separation,2,1,yes,yes,yes,City,City,Recruitment,Secondary special education,e,no,no,no,no,41,23.0,yes,11,0.22,good
"2,471",autumn,0,0,0,0,3,0,2,3,2,0,24,1,0,1,0,23,1,1,0,0,0,1,2,0,0,0,1,0,0,0,0,Feminine,BY,Married,2,1,yes,yes,yes,City,City,Recruitment,Higher education,e,yes,no,no,yes,49,18.0,yes,6,0.10,good
"2,472",autumn,0,0,0,0,3,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,0,0,yes,yes,yes,Village1,Village1,Recruitment,Higher education,f,yes,yes,no,no,35,15.5,yes,4,0.29,good
"2,473",spring,0,1,0,0,1,0,3,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,RU,Married,1,1,yes,yes,yes,City,City,Recruitment,Higher education,f,no,no,no,no,34,5.3,yes,3,0.21,good
"2,474",autumn,0,0,3,0,0,0,4,1,0,0,211,0,0,0,0,211,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,Male,BY,Married,1,1,yes,yes,yes,City,City,Recruitment,Secondary education,d,no,no,no,no,24,0.5,yes,1,0.07,bad
"2,475",autumn,0,0,0,0,3,1,10,2,0,0,4,2,2,2,0,6,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,Feminine,BY,Separation,2,0,yes,yes,yes,City,City,Recruitment,Higher education,f,yes,no,yes,yes,50,6.2,yes,5,0.30,good
"2,476",spring,0,0,0,0,1,0,3,2,1,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,1,1,yes,yes,yes,City,City,Recruitment,Higher education,f,yes,no,yes,yes,41,4.6,yes,3,0.26,good
"2,477",winter,0,1,1,0,2,1,11,9,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Separation,1,1,yes,yes,yes,Urban type settlement,Urban type settlement,Owner of the enterprise,Higher education,k,no,no,yes,no,32,3.7,yes,11,0.27,good
"2,478",spring,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,2,2,yes,yes,yes,City,City,Recruitment,Higher education,a,yes,no,no,no,37,17.0,yes,1,0.05,good
"2,479",winter,0,0,0,0,0,0,2,1,0,0,8,1,0,1,0,15,3,2,0,0,0,3,2,0,0,0,0,0,0,0,0,Feminine,BY,Separation,2,2,yes,yes,yes,City,City,Recruitment,Secondary special education,j,no,no,no,no,37,1.6,yes,1,0.05,good
"2,480",autumn,0,0,1,0,0,0,2,3,0,0,29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Male,BY,Married,2,0,yes,yes,yes,City,City,Recruitment,Secondary education,i,yes,yes,no,no,57,2.0,yes,3,0.04,good
"2,481",winter,0,1,0,0,2,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,2,2,yes,yes,yes,Village1,Village1,Recruitment,Secondary education,l,yes,yes,yes,yes,36,9.6,yes,4,0.31,good
"2,482",autumn,0,0,2,0,1,0,3,3,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Male,BY,Married,1,1,yes,yes,yes,City,City,Recruitment,Secondary special education,a,yes,no,no,yes,27,7.6,yes,4,0.11,good
"2,483",autumn,0,1,0,0,1,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,0,0,yes,yes,yes,City,City,Recruitment,Higher education,f,no,no,no,no,32,8.1,yes,2,0.19,good
"2,484",autumn,0,0,3,0,0,2,3,1,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Male,BY,Single,1,0,yes,yes,yes,City,City,Owner of the enterprise,Higher education,j,no,yes,no,no,38,13.0,yes,1,0.05,good
"2,485",summer,0,1,0,0,4,0,6,3,0,1,4,2,0,2,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Feminine,BY,Separation,1,1,yes,yes,yes,City,City,Recruitment,Higher education,f,yes,no,no,no,32,5.8,yes,7,0.30,good
"2,486",summer,0,0,2,0,2,0,10,5,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Married,1,1,yes,yes,yes,City,City,Recruitment,Higher education,f,yes,yes,no,no,40,13.5,yes,7,0.22,good
"2,487",autumn,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Single,1,1,yes,yes,yes,City,Village1,Recruitment,Secondary education,i,no,no,no,no,27,0.9,no,0,0.04,bad
"2,488",winter,0,1,0,0,1,1,4,2,0,1,23,0,0,0,23,23,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,Feminine,BY,Married,2,1,yes,yes,yes,City,City,Recruitment,Higher education,j,yes,no,no,no,43,1.8,yes,3,0.33,good
"2,489",autumn,1,1,0,0,3,1,8,4,1,0,24,2,1,1,0,24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Feminine,BY,Married,1,0,yes,yes,yes,City,City,Recruitment,Higher education,f,yes,yes,no,no,44,2.3,yes,7,0.64,good
"2,490",autumn,0,0,0,0,2,1,7,10,2,5,29,4,2,2,29,29,6,4,0,0,0,4,4,0,0,0,1,4,0,0,0,Male,BY,Married,2,2,yes,yes,yes,City,City,Recruitment,Secondary technical education,p,yes,yes,no,no,31,0.9,yes,12,0.21,good
"2,491",autumn,1,3,0,0,4,0,8,5,2,9,2,0,0,0,10,49,18,11,1,0,0,17,11,1,0,0,3,0,0,0,0,Male,BY,Married,1,1,yes,yes,yes,City,City,Recruitment,Higher education,a,yes,yes,no,no,27,2.0,yes,9,0.53,good
"2,492",autumn,1,1,4,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Single,0,0,yes,yes,yes,City,City,Recruitment,Higher education,h,no,no,yes,yes,26,3.1,yes,2,0.10,good
"2,493",winter,1,2,1,0,1,1,4,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Married,2,2,yes,yes,yes,City,City,Recruitment,Higher education,g,yes,yes,yes,yes,36,1.6,no,3,0.20,good
"2,494",autumn,0,0,0,3,5,1,10,7,0,1,4,1,0,1,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Male,BY,Married,2,2,yes,yes,yes,City,City,Recruitment,Secondary special education,h,yes,yes,no,no,36,10.5,yes,12,0.56,bad
"2,495",spring,0,0,0,0,3,1,11,5,0,0,0,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Separation,2,1,yes,yes,yes,City,City,Recruitment,Higher education,a,yes,no,no,no,43,18.0,yes,8,0.23,good
"2,496",summer,0,0,2,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Single,0,0,yes,yes,yes,City,City,Recruitment,Secondary special education,a,no,yes,no,yes,25,4.7,yes,2,0.03,good
"2,497",winter,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Married,0,0,no,yes,yes,City,City,Recruitment,Higher education,j,no,no,no,no,31,4.0,no,0,0.06,good
"2,498",summer,0,0,0,0,1,0,0,0,0,1,2,1,1,0,2,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Feminine,BY,Single,0,0,yes,yes,yes,Village1,Village1,Recruitment,Secondary special education,a,no,no,no,no,35,1.0,yes,1,0.11,good
"2,499",autumn,0,2,2,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Single,0,0,yes,yes,yes,Village1,Village1,Recruitment,Secondary education,a,no,no,no,no,26,1.3,yes,2,0.21,bad
"2,500",autumn,1,2,7,0,3,1,6,5,2,0,2,2,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Feminine,BY,Widow,2,0,yes,yes,yes,City,City,Owner of the enterprise,Higher education,k,yes,yes,no,no,60,15.0,yes,8,0.04,good
"2,501",summer,0,1,0,0,1,0,3,5,2,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Married,1,1,yes,yes,yes,City,City,Recruitment,Higher education,a,yes,yes,no,no,39,19.0,yes,6,0.12,good
"2,502",winter,1,1,0,0,2,0,6,3,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Single,0,0,yes,yes,yes,City,City,Recruitment,Higher education,f,no,yes,no,no,29,4.0,yes,5,0.30,good
"2,503",summer,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Single,0,0,yes,yes,yes,City,City,Recruitment,Higher education,p,yes,no,yes,no,40,2.9,yes,0,0.06,good
"2,504",autumn,0,0,0,0,0,1,4,4,2,12,11,2,0,2,15,15,11,17,0,0,0,11,18,0,0,0,3,0,0,0,0,Feminine,BY,Married,2,0,yes,yes,yes,City,City,Recruitment,Secondary education,a,yes,no,no,no,40,12.0,yes,4,0.16,good
"2,505",autumn,0,0,0,0,1,0,2,0,0,1,5,3,1,2,5,27,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,Feminine,BY,Married,1,0,yes,yes,yes,City,City,Recruitment,Higher education,p,no,no,no,no,39,4.0,yes,1,0.06,good
"2,506",winter,0,0,0,0,2,0,2,2,0,0,10,1,0,1,0,10,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,Feminine,BY,Married,3,2,yes,yes,yes,City,City,Recruitment,Secondary special education,a,yes,yes,yes,yes,41,21.2,yes,4,0.09,good
"2,507",autumn,0,0,9,0,2,1,6,1,0,0,13,0,0,0,0,33,2,2,1,0,0,2,2,1,0,0,3,2,1,0,0,Feminine,BY,Separation,3,3,yes,yes,yes,City,City,Recruitment,Higher education,f,no,no,no,no,33,0.8,yes,3,0.19,good
